meter_id,time,kWh
MAC000010,2014-01-12T14:00:00Z,1.1210001
MAC000010,2014-01-12T14:30:00Z,0.877
MAC000010,2014-01-12T15:00:00Z,0.79
MAC000010,2014-01-12T15:30:00Z,0.433
MAC000010,2014-01-12T16:00:00Z,0.374
MAC000010,2014-01-12T16:30:00Z,0.325
MAC000010,2014-01-12T17:00:00Z,0.391
MAC000010,2014-01-12T17:30:00Z,0.501
MAC000010,2014-01-12T18:00:00Z,0.551
MAC000010,2014-01-12T18:30:00Z,1.646
MAC000010,2014-01-12T19:00:00Z,2.6389999
MAC000010,2014-01-12T19:30:00Z,3.23
MAC000010,2014-01-12T20:00:00Z,1.426
MAC000010,2014-01-12T20:30:00Z,0.965
MAC000010,2014-01-12T21:00:00Z,0.695
MAC000010,2014-01-12T21:30:00Z,0.669
MAC000010,2014-01-12T22:00:00Z,0.593
MAC000010,2014-01-12T22:30:00Z,1.097
MAC000010,2014-01-12T23:00:00Z,1.146
MAC000010,2014-01-12T23:30:00Z,0.638
MAC000010,2014-01-13T00:00:00Z,1.012
MAC000010,2014-01-13T00:30:00Z,0.255
MAC000010,2014-01-13T01:00:00Z,0.233
MAC000010,2014-01-13T01:30:00Z,0.179
MAC000010,2014-01-13T02:00:00Z,0.178
MAC000010,2014-01-13T02:30:00Z,0.231
MAC000010,2014-01-13T03:00:00Z,0.2
MAC000010,2014-01-13T03:30:00Z,0.158
MAC000010,2014-01-13T04:00:00Z,0.202
MAC000010,2014-01-13T04:30:00Z,0.246
MAC000010,2014-01-13T05:00:00Z,0.224
MAC000010,2014-01-13T05:30:00Z,0.222
MAC000010,2014-01-13T06:00:00Z,0.255
MAC000010,2014-01-13T06:30:00Z,0.237
MAC000010,2014-01-13T07:00:00Z,0.19
MAC000010,2014-01-13T07:30:00Z,0.589
MAC000010,2014-01-13T08:00:00Z,0.414
MAC000010,2014-01-13T08:30:00Z,0.544
MAC000010,2014-01-13T09:00:00Z,1.028
MAC000010,2014-01-13T09:30:00Z,0.57
MAC000010,2014-01-13T10:00:00Z,0.482
MAC000010,2014-01-13T10:30:00Z,0.491
MAC000010,2014-01-13T11:00:00Z,1.574
MAC000010,2014-01-13T11:30:00Z,1.029
MAC000010,2014-01-13T12:00:00Z,1.223
MAC000010,2014-01-13T12:30:00Z,0.802
MAC000010,2014-01-13T13:00:00Z,0.61
MAC000010,2014-01-13T13:30:00Z,1.494
MAC000010,2014-01-13T14:00:00Z,0.625
MAC000010,2014-01-13T14:30:00Z,0.577
MAC000010,2014-01-13T15:00:00Z,0.609
MAC000010,2014-01-13T15:30:00Z,0.626
MAC000010,2014-01-13T16:00:00Z,0.506
MAC000010,2014-01-13T16:30:00Z,0.622
MAC000010,2014-01-13T17:00:00Z,0.614
MAC000010,2014-01-13T17:30:00Z,0.656
MAC000010,2014-01-13T18:00:00Z,0.697
MAC000010,2014-01-13T18:30:00Z,2.085
MAC000010,2014-01-13T19:00:00Z,2.0450001
MAC000010,2014-01-13T19:30:00Z,1.592
MAC000010,2014-01-13T20:00:00Z,0.619
MAC000010,2014-01-13T20:30:00Z,0.634
MAC000010,2014-01-13T21:00:00Z,1.015
MAC000010,2014-01-13T21:30:00Z,0.558
MAC000010,2014-01-13T22:00:00Z,0.444
MAC000010,2014-01-13T22:30:00Z,0.525
MAC000010,2014-01-13T23:00:00Z,0.565
MAC000010,2014-01-13T23:30:00Z,0.54
MAC000010,2014-01-14T00:00:00Z,0.618
MAC000010,2014-01-14T00:30:00Z,0.704
MAC000010,2014-01-14T01:00:00Z,0.924
MAC000010,2014-01-14T01:30:00Z,0.242
MAC000010,2014-01-14T02:00:00Z,0.734
MAC000010,2014-01-14T02:30:00Z,0.226
MAC000010,2014-01-14T03:00:00Z,0.221
MAC000010,2014-01-14T03:30:00Z,0.157
MAC000010,2014-01-14T04:00:00Z,0.159
MAC000010,2014-01-14T04:30:00Z,0.213
MAC000010,2014-01-14T05:00:00Z,0.207
MAC000010,2014-01-14T05:30:00Z,0.194
MAC000010,2014-01-14T06:00:00Z,0.218
MAC000010,2014-01-14T06:30:00Z,0.242
MAC000010,2014-01-14T07:00:00Z,0.392
MAC000010,2014-01-14T07:30:00Z,0.391
MAC000010,2014-01-14T08:00:00Z,0.44
MAC000010,2014-01-14T08:30:00Z,0.528
MAC000010,2014-01-14T09:00:00Z,0.414
MAC000010,2014-01-14T09:30:00Z,0.392
MAC000010,2014-01-14T10:00:00Z,0.421
MAC000010,2014-01-14T10:30:00Z,0.36
MAC000010,2014-01-14T11:00:00Z,0.385
MAC000010,2014-01-14T11:30:00Z,0.457
MAC000010,2014-01-14T12:00:00Z,0.422
MAC000010,2014-01-14T12:30:00Z,1.299
MAC000010,2014-01-14T13:00:00Z,0.58
MAC000010,2014-01-14T13:30:00Z,0.585
MAC000010,2014-01-14T14:00:00Z,1.398
MAC000010,2014-01-14T14:30:00Z,1.549
MAC000010,2014-01-14T15:00:00Z,1.395
MAC000010,2014-01-14T15:30:00Z,0.543
MAC000010,2014-01-14T16:00:00Z,0.502
MAC000010,2014-01-14T16:30:00Z,0.505
MAC000010,2014-01-14T17:00:00Z,0.67
MAC000010,2014-01-14T17:30:00Z,1.2640001
MAC000010,2014-01-14T18:00:00Z,3.0120001
MAC000010,2014-01-14T18:30:00Z,2.7279999
MAC000010,2014-01-14T19:00:00Z,2.566
MAC000010,2014-01-14T19:30:00Z,2.572
MAC000010,2014-01-14T20:00:00Z,1.429
MAC000010,2014-01-14T20:30:00Z,2.3729999
MAC000010,2014-01-14T21:00:00Z,1.719
MAC000010,2014-01-14T21:30:00Z,0.916
MAC000010,2014-01-14T22:00:00Z,0.962
MAC000010,2014-01-14T22:30:00Z,0.608
MAC000010,2014-01-14T23:00:00Z,0.58
MAC000010,2014-01-14T23:30:00Z,0.516
MAC000010,2014-01-15T00:00:00Z,0.296
MAC000010,2014-01-15T00:30:00Z,0.262
MAC000010,2014-01-15T01:00:00Z,0.214
MAC000010,2014-01-15T01:30:00Z,0.188
MAC000010,2014-01-15T02:00:00Z,0.223
MAC000010,2014-01-15T02:30:00Z,0.254
MAC000010,2014-01-15T03:00:00Z,0.177
MAC000010,2014-01-15T03:30:00Z,0.17
MAC000010,2014-01-15T04:00:00Z,0.221
MAC000010,2014-01-15T04:30:00Z,0.193
MAC000010,2014-01-15T05:00:00Z,0.183
MAC000010,2014-01-15T05:30:00Z,0.217
MAC000010,2014-01-15T06:00:00Z,0.251
MAC000010,2014-01-15T06:30:00Z,0.205
MAC000010,2014-01-15T07:00:00Z,0.47
MAC000010,2014-01-15T07:30:00Z,0.439
MAC000010,2014-01-15T08:00:00Z,0.404
MAC000010,2014-01-15T08:30:00Z,0.896
MAC000010,2014-01-15T09:00:00Z,0.772
MAC000010,2014-01-15T09:30:00Z,1.026
MAC000010,2014-01-15T10:00:00Z,0.639
MAC000010,2014-01-15T10:30:00Z,1.301
MAC000010,2014-01-15T11:00:00Z,0.429
MAC000010,2014-01-15T11:30:00Z,0.413
MAC000010,2014-01-15T12:00:00Z,0.249
MAC000010,2014-01-15T12:30:00Z,0.25
MAC000010,2014-01-15T13:00:00Z,0.304
MAC000010,2014-01-15T13:30:00Z,0.276
MAC000010,2014-01-15T14:00:00Z,0.219
MAC000010,2014-01-15T14:30:00Z,0.225
MAC000010,2014-01-15T15:00:00Z,0.275
MAC000010,2014-01-15T15:30:00Z,0.239
MAC000010,2014-01-15T16:00:00Z,0.216
MAC000010,2014-01-15T16:30:00Z,0.584
MAC000010,2014-01-15T17:00:00Z,0.885
MAC000010,2014-01-15T17:30:00Z,1.451
MAC000010,2014-01-15T18:00:00Z,3.0239999
MAC000010,2014-01-15T18:30:00Z,1.813
MAC000010,2014-01-15T19:00:00Z,1.464
MAC000010,2014-01-15T19:30:00Z,1.073
MAC000010,2014-01-15T20:00:00Z,0.887
MAC000010,2014-01-15T20:30:00Z,0.911
MAC000010,2014-01-15T21:00:00Z,0.957
MAC000010,2014-01-15T21:30:00Z,0.815
MAC000010,2014-01-15T22:00:00Z,0.639
MAC000010,2014-01-15T22:30:00Z,0.543
MAC000010,2014-01-15T23:00:00Z,0.553
MAC000010,2014-01-15T23:30:00Z,0.585
MAC000010,2014-01-16T00:00:00Z,0.542
MAC000010,2014-01-16T00:30:00Z,1.044
MAC000010,2014-01-16T01:00:00Z,0.352
MAC000010,2014-01-16T01:30:00Z,0.79
MAC000010,2014-01-16T02:00:00Z,0.248
MAC000010,2014-01-16T02:30:00Z,0.283
MAC000010,2014-01-16T03:00:00Z,0.323
MAC000010,2014-01-16T03:30:00Z,0.234
MAC000010,2014-01-16T04:00:00Z,0.21
MAC000010,2014-01-16T04:30:00Z,0.246
MAC000010,2014-01-16T05:00:00Z,0.294
MAC000010,2014-01-16T05:30:00Z,0.256
MAC000010,2014-01-16T06:00:00Z,0.245
MAC000010,2014-01-16T06:30:00Z,0.28
MAC000010,2014-01-16T07:00:00Z,0.482
MAC000010,2014-01-16T07:30:00Z,0.567
MAC000010,2014-01-16T08:00:00Z,0.659
MAC000010,2014-01-16T08:30:00Z,0.831
MAC000010,2014-01-16T09:00:00Z,0.972
MAC000010,2014-01-16T09:30:00Z,0.788
MAC000010,2014-01-16T10:00:00Z,0.615
MAC000010,2014-01-16T10:30:00Z,0.656
MAC000010,2014-01-16T11:00:00Z,0.564
MAC000010,2014-01-16T11:30:00Z,0.339
MAC000010,2014-01-16T12:00:00Z,0.327
MAC000010,2014-01-16T12:30:00Z,0.375
MAC000010,2014-01-16T13:00:00Z,0.336
MAC000010,2014-01-16T13:30:00Z,0.314
MAC000010,2014-01-16T14:00:00Z,0.336
MAC000010,2014-01-16T14:30:00Z,0.421
MAC000010,2014-01-16T15:00:00Z,0.374
MAC000010,2014-01-16T15:30:00Z,0.319
MAC000010,2014-01-16T16:00:00Z,0.355
MAC000010,2014-01-16T16:30:00Z,0.394
MAC000010,2014-01-16T17:00:00Z,0.628
MAC000010,2014-01-16T17:30:00Z,0.606
MAC000010,2014-01-16T18:00:00Z,0.748
MAC000010,2014-01-16T18:30:00Z,1.3789999
MAC000010,2014-01-16T19:00:00Z,2.174
MAC000010,2014-01-16T19:30:00Z,0.905
MAC000010,2014-01-16T20:00:00Z,0.989
MAC000010,2014-01-16T20:30:00Z,1.4450001
MAC000010,2014-01-16T21:00:00Z,0.935
MAC000010,2014-01-16T21:30:00Z,1.2309999
MAC000010,2014-01-16T22:00:00Z,0.694
MAC000010,2014-01-16T22:30:00Z,0.647
MAC000010,2014-01-16T23:00:00Z,0.587
MAC000010,2014-01-16T23:30:00Z,0.25
MAC000010,2014-01-17T00:00:00Z,0.273
MAC000010,2014-01-17T00:30:00Z,0.22
MAC000010,2014-01-17T01:00:00Z,0.186
MAC000010,2014-01-17T01:30:00Z,0.213
MAC000010,2014-01-17T02:00:00Z,0.24
MAC000010,2014-01-17T02:30:00Z,0.183
MAC000010,2014-01-17T03:00:00Z,0.164
MAC000010,2014-01-17T03:30:00Z,0.209
MAC000010,2014-01-17T04:00:00Z,0.193
MAC000010,2014-01-17T04:30:00Z,0.159
MAC000010,2014-01-17T05:00:00Z,0.191
MAC000010,2014-01-17T05:30:00Z,0.249
MAC000010,2014-01-17T06:00:00Z,0.204
MAC000010,2014-01-17T06:30:00Z,0.414
MAC000010,2014-01-17T07:00:00Z,0.44
MAC000010,2014-01-17T07:30:00Z,0.369
MAC000010,2014-01-17T08:00:00Z,0.306
MAC000010,2014-01-17T08:30:00Z,0.633
MAC000010,2014-01-17T09:00:00Z,0.482
MAC000010,2014-01-17T09:30:00Z,0.442
MAC000010,2014-01-17T10:00:00Z,0.53
MAC000010,2014-01-17T10:30:00Z,1.039
MAC000010,2014-01-17T11:00:00Z,1.656
MAC000010,2014-01-17T11:30:00Z,0.609
MAC000010,2014-01-17T12:00:00Z,0.492
MAC000010,2014-01-17T12:30:00Z,0.601
MAC000010,2014-01-17T13:00:00Z,1.0420001
MAC000010,2014-01-17T13:30:00Z,0.959
MAC000010,2014-01-17T14:00:00Z,0.982
MAC000010,2014-01-17T14:30:00Z,0.843
MAC000010,2014-01-17T15:00:00Z,0.427
MAC000010,2014-01-17T15:30:00Z,0.363
MAC000010,2014-01-17T16:00:00Z,0.454
MAC000010,2014-01-17T16:30:00Z,0.399
MAC000010,2014-01-17T17:00:00Z,0.677
MAC000010,2014-01-17T17:30:00Z,0.67
MAC000010,2014-01-17T18:00:00Z,0.896
MAC000010,2014-01-17T18:30:00Z,1.265
MAC000010,2014-01-17T19:00:00Z,1.314
MAC000010,2014-01-17T19:30:00Z,1.344
MAC000010,2014-01-17T20:00:00Z,0.867
MAC000010,2014-01-17T20:30:00Z,0.966
MAC000010,2014-01-17T21:00:00Z,0.678
MAC000010,2014-01-17T21:30:00Z,0.598
MAC000010,2014-01-17T22:00:00Z,0.521
MAC000010,2014-01-17T22:30:00Z,0.487
MAC000010,2014-01-17T23:00:00Z,0.62
MAC000010,2014-01-17T23:30:00Z,0.436
MAC000010,2014-01-18T00:00:00Z,0.427
MAC000010,2014-01-18T00:30:00Z,0.464
MAC000010,2014-01-18T01:00:00Z,0.568
MAC000010,2014-01-18T01:30:00Z,0.643
MAC000010,2014-01-18T02:00:00Z,0.507
MAC000010,2014-01-18T02:30:00Z,0.634
MAC000010,2014-01-18T03:00:00Z,0.293
MAC000010,2014-01-18T03:30:00Z,0.158
MAC000010,2014-01-18T04:00:00Z,0.172
MAC000010,2014-01-18T04:30:00Z,0.214
MAC000010,2014-01-18T05:00:00Z,0.197
MAC000010,2014-01-18T05:30:00Z,0.184
MAC000010,2014-01-18T06:00:00Z,0.219
MAC000010,2014-01-18T06:30:00Z,0.243
MAC000010,2014-01-18T07:00:00Z,0.191
MAC000010,2014-01-18T07:30:00Z,0.183
MAC000010,2014-01-18T08:00:00Z,0.227
MAC000010,2014-01-18T08:30:00Z,0.213
MAC000010,2014-01-18T09:00:00Z,0.44
MAC000010,2014-01-18T09:30:00Z,0.251
MAC000010,2014-01-18T10:00:00Z,0.296
MAC000010,2014-01-18T10:30:00Z,0.361
MAC000010,2014-01-18T11:00:00Z,0.542
MAC000010,2014-01-18T11:30:00Z,0.609
MAC000010,2014-01-18T12:00:00Z,1.02
MAC000010,2014-01-18T12:30:00Z,0.935
MAC000010,2014-01-18T13:00:00Z,0.34
MAC000010,2014-01-18T13:30:00Z,0.315
MAC000010,2014-01-18T14:00:00Z,0.344
MAC000010,2014-01-18T14:30:00Z,0.317
MAC000010,2014-01-18T15:00:00Z,0.287
MAC000010,2014-01-18T15:30:00Z,0.317
MAC000010,2014-01-18T16:00:00Z,0.352
MAC000010,2014-01-18T16:30:00Z,0.614
MAC000010,2014-01-18T17:00:00Z,0.402
MAC000010,2014-01-18T17:30:00Z,0.478
MAC000010,2014-01-18T18:00:00Z,0.64
MAC000010,2014-01-18T18:30:00Z,1.603
MAC000010,2014-01-18T19:00:00Z,1.335
MAC000010,2014-01-18T19:30:00Z,1.573
MAC000010,2014-01-18T20:00:00Z,0.555
MAC000010,2014-01-18T20:30:00Z,0.868
MAC000010,2014-01-18T21:00:00Z,1.346
MAC000010,2014-01-18T21:30:00Z,0.619
MAC000010,2014-01-18T22:00:00Z,1.123
MAC000010,2014-01-18T22:30:00Z,1.299
MAC000010,2014-01-18T23:00:00Z,0.437
MAC000010,2014-01-18T23:30:00Z,0.439
MAC000010,2014-01-19T00:00:00Z,0.463
MAC000010,2014-01-19T00:30:00Z,0.46
MAC000010,2014-01-19T01:00:00Z,0.456
MAC000010,2014-01-19T01:30:00Z,0.24
MAC000010,2014-01-19T02:00:00Z,0.289
MAC000010,2014-01-19T02:30:00Z,0.243
MAC000010,2014-01-19T03:00:00Z,0.172
MAC000010,2014-01-19T03:30:00Z,0.163
MAC000010,2014-01-19T04:00:00Z,0.216
MAC000010,2014-01-19T04:30:00Z,0.194
MAC000010,2014-01-19T05:00:00Z,0.2
MAC000010,2014-01-19T05:30:00Z,0.227
MAC000010,2014-01-19T06:00:00Z,0.276
MAC000010,2014-01-19T06:30:00Z,0.257
MAC000010,2014-01-19T07:00:00Z,0.213
MAC000010,2014-01-19T07:30:00Z,0.202
MAC000010,2014-01-19T08:00:00Z,0.531
MAC000010,2014-01-19T08:30:00Z,0.38
MAC000010,2014-01-19T09:00:00Z,0.332
MAC000010,2014-01-19T09:30:00Z,0.469
MAC000010,2014-01-19T10:00:00Z,1.386
MAC000010,2014-01-19T10:30:00Z,0.284
MAC000010,2014-01-19T11:00:00Z,0.233
MAC000010,2014-01-19T11:30:00Z,0.3
MAC000010,2014-01-19T12:00:00Z,0.269
MAC000010,2014-01-19T12:30:00Z,1.766
MAC000010,2014-01-19T13:00:00Z,0.927
MAC000010,2014-01-19T13:30:00Z,0.441
MAC000010,2014-01-19T14:00:00Z,0.403
MAC000010,2014-01-19T14:30:00Z,0.747
MAC000010,2014-01-19T15:00:00Z,0.662
MAC000010,2014-01-19T15:30:00Z,0.554
MAC000010,2014-01-19T16:00:00Z,0.741
MAC000010,2014-01-19T16:30:00Z,0.834
MAC000010,2014-01-19T17:00:00Z,0.792
MAC000010,2014-01-19T17:30:00Z,1.5829999
MAC000010,2014-01-19T18:00:00Z,2.0139999
MAC000010,2014-01-19T18:30:00Z,2.211
MAC000010,2014-01-19T19:00:00Z,3.188
MAC000010,2014-01-19T19:30:00Z,1.742
MAC000010,2014-01-19T20:00:00Z,1.563
MAC000010,2014-01-19T20:30:00Z,1.643
MAC000010,2014-01-19T21:00:00Z,1.017
MAC000010,2014-01-19T21:30:00Z,1.3
MAC000010,2014-01-19T22:00:00Z,0.767
MAC000010,2014-01-19T22:30:00Z,0.481
MAC000010,2014-01-19T23:00:00Z,0.491
MAC000010,2014-01-19T23:30:00Z,0.599
MAC000010,2014-01-20T00:00:00Z,0.262
MAC000010,2014-01-20T00:30:00Z,0.239
MAC000010,2014-01-20T01:00:00Z,0.237
MAC000010,2014-01-20T01:30:00Z,0.239
MAC000010,2014-01-20T02:00:00Z,0.183
MAC000010,2014-01-20T02:30:00Z,0.181
MAC000010,2014-01-20T03:00:00Z,0.211
MAC000010,2014-01-20T03:30:00Z,0.203
MAC000010,2014-01-20T04:00:00Z,0.153
MAC000010,2014-01-20T04:30:00Z,0.162
MAC000010,2014-01-20T05:00:00Z,0.243
MAC000010,2014-01-20T05:30:00Z,0.207
MAC000010,2014-01-20T06:00:00Z,0.186
MAC000010,2014-01-20T06:30:00Z,0.219
MAC000010,2014-01-20T07:00:00Z,0.528
MAC000010,2014-01-20T07:30:00Z,0.506
MAC000010,2014-01-20T08:00:00Z,0.687
MAC000010,2014-01-20T08:30:00Z,1.26
MAC000010,2014-01-20T09:00:00Z,1.12
MAC000010,2014-01-20T09:30:00Z,0.647
MAC000010,2014-01-20T10:00:00Z,0.564
MAC000010,2014-01-20T10:30:00Z,0.596
MAC000010,2014-01-20T11:00:00Z,0.561
MAC000010,2014-01-20T11:30:00Z,0.538
MAC000010,2014-01-20T12:00:00Z,0.57
MAC000010,2014-01-20T12:30:00Z,0.619
MAC000010,2014-01-20T13:00:00Z,1.33
MAC000010,2014-01-20T13:30:00Z,0.555
MAC000010,2014-01-20T14:00:00Z,0.585
MAC000010,2014-01-20T14:30:00Z,0.646
MAC000010,2014-01-20T15:00:00Z,0.506
MAC000010,2014-01-20T15:30:00Z,0.352
MAC000010,2014-01-20T16:00:00Z,0.282
MAC000010,2014-01-20T16:30:00Z,0.32
MAC000010,2014-01-20T17:00:00Z,1.128
MAC000010,2014-01-20T17:30:00Z,2.444
MAC000010,2014-01-20T18:00:00Z,0.97
MAC000010,2014-01-20T18:30:00Z,0.463
MAC000010,2014-01-20T19:00:00Z,0.359
MAC000010,2014-01-20T19:30:00Z,0.448
MAC000010,2014-01-20T20:00:00Z,0.493
MAC000010,2014-01-20T20:30:00Z,0.574
MAC000010,2014-01-20T21:00:00Z,0.729
MAC000010,2014-01-20T21:30:00Z,0.954
MAC000010,2014-01-20T22:00:00Z,0.677
MAC000010,2014-01-20T22:30:00Z,1.114
MAC000010,2014-01-20T23:00:00Z,0.513
MAC000010,2014-01-20T23:30:00Z,0.481
MAC000010,2014-01-21T00:00:00Z,0.261
MAC000010,2014-01-21T00:30:00Z,0.25
MAC000010,2014-01-21T01:00:00Z,0.247
MAC000010,2014-01-21T01:30:00Z,0.257
MAC000010,2014-01-21T02:00:00Z,0.185
MAC000010,2014-01-21T02:30:00Z,0.172
MAC000010,2014-01-21T03:00:00Z,0.208
MAC000010,2014-01-21T03:30:00Z,0.189
MAC000010,2014-01-21T04:00:00Z,0.155
MAC000010,2014-01-21T04:30:00Z,0.172
MAC000010,2014-01-21T05:00:00Z,0.236
MAC000010,2014-01-21T05:30:00Z,0.185
MAC000010,2014-01-21T06:00:00Z,0.186
MAC000010,2014-01-21T06:30:00Z,0.241
MAC000010,2014-01-21T07:00:00Z,0.203
MAC000010,2014-01-21T07:30:00Z,0.521
MAC000010,2014-01-21T08:00:00Z,0.373
MAC000010,2014-01-21T08:30:00Z,0.589
MAC000010,2014-01-21T09:00:00Z,0.622
MAC000010,2014-01-21T09:30:00Z,0.441
MAC000010,2014-01-21T10:00:00Z,0.49
MAC000010,2014-01-21T10:30:00Z,0.34
MAC000010,2014-01-21T11:00:00Z,0.327
MAC000010,2014-01-21T11:30:00Z,0.376
MAC000010,2014-01-21T12:00:00Z,0.374
MAC000010,2014-01-21T12:30:00Z,1.3150001
MAC000010,2014-01-21T13:00:00Z,0.864
MAC000010,2014-01-21T13:30:00Z,1.3609999
MAC000010,2014-01-21T14:00:00Z,1.024
MAC000010,2014-01-21T14:30:00Z,0.969
MAC000010,2014-01-21T15:00:00Z,1.353
MAC000010,2014-01-21T15:30:00Z,0.569
MAC000010,2014-01-21T16:00:00Z,0.566
MAC000010,2014-01-21T16:30:00Z,0.746
MAC000010,2014-01-21T17:00:00Z,2.3080001
MAC000010,2014-01-21T17:30:00Z,0.889
MAC000010,2014-01-21T18:00:00Z,0.954
MAC000010,2014-01-21T18:30:00Z,2.539
MAC000010,2014-01-21T19:00:00Z,0.965
MAC000010,2014-01-21T19:30:00Z,0.836
MAC000010,2014-01-21T20:00:00Z,0.796
MAC000010,2014-01-21T20:30:00Z,1.289
MAC000010,2014-01-21T21:00:00Z,1.0039999
MAC000010,2014-01-21T21:30:00Z,1.179
MAC000010,2014-01-21T22:00:00Z,0.875
MAC000010,2014-01-21T22:30:00Z,0.395
MAC000010,2014-01-21T23:00:00Z,0.27
MAC000010,2014-01-21T23:30:00Z,0.218
MAC000010,2014-01-22T00:00:00Z,0.241
MAC000010,2014-01-22T00:30:00Z,0.269
MAC000010,2014-01-22T01:00:00Z,0.185
MAC000010,2014-01-22T01:30:00Z,0.18
MAC000010,2014-01-22T02:00:00Z,0.228
MAC000010,2014-01-22T02:30:00Z,0.206
MAC000010,2014-01-22T03:00:00Z,0.156
MAC000010,2014-01-22T03:30:00Z,0.176
MAC000010,2014-01-22T04:00:00Z,0.36
MAC000010,2014-01-22T04:30:00Z,0.156
MAC000010,2014-01-22T05:00:00Z,0.177
MAC000010,2014-01-22T05:30:00Z,0.241
MAC000010,2014-01-22T06:00:00Z,0.208
MAC000010,2014-01-22T06:30:00Z,0.19
MAC000010,2014-01-22T07:00:00Z,0.223
MAC000010,2014-01-22T07:30:00Z,0.723
MAC000010,2014-01-22T08:00:00Z,0.352
MAC000010,2014-01-22T08:30:00Z,0.404
MAC000010,2014-01-22T09:00:00Z,1.419
MAC000010,2014-01-22T09:30:00Z,0.991
MAC000010,2014-01-22T10:00:00Z,0.956
MAC000010,2014-01-22T10:30:00Z,0.768
MAC000010,2014-01-22T11:00:00Z,0.514
MAC000010,2014-01-22T11:30:00Z,0.286
MAC000010,2014-01-22T12:00:00Z,0.276
MAC000010,2014-01-22T12:30:00Z,0.331
MAC000010,2014-01-22T13:00:00Z,0.298
MAC000010,2014-01-22T13:30:00Z,0.294
MAC000010,2014-01-22T14:00:00Z,0.663
MAC000010,2014-01-22T14:30:00Z,0.295
MAC000010,2014-01-22T15:00:00Z,0.245
MAC000010,2014-01-22T15:30:00Z,0.233
MAC000010,2014-01-22T16:00:00Z,0.282
MAC000010,2014-01-22T16:30:00Z,1.13
MAC000010,2014-01-22T17:00:00Z,0.373
MAC000010,2014-01-22T17:30:00Z,0.294
MAC000010,2014-01-22T18:00:00Z,1.535
MAC000010,2014-01-22T18:30:00Z,1.23
MAC000010,2014-01-22T19:00:00Z,1.173
MAC000010,2014-01-22T19:30:00Z,0.539
MAC000010,2014-01-22T20:00:00Z,0.566
MAC000010,2014-01-22T20:30:00Z,0.846
MAC000010,2014-01-22T21:00:00Z,0.567
MAC000010,2014-01-22T21:30:00Z,0.82
MAC000010,2014-01-22T22:00:00Z,0.767
MAC000010,2014-01-22T22:30:00Z,0.786
MAC000010,2014-01-22T23:00:00Z,0.773
MAC000010,2014-01-22T23:30:00Z,0.302
MAC000010,2014-01-23T00:00:00Z,0.212
MAC000010,2014-01-23T00:30:00Z,0.189
MAC000010,2014-01-23T01:00:00Z,0.223
MAC000010,2014-01-23T01:30:00Z,0.233
MAC000010,2014-01-23T02:00:00Z,0.178
MAC000010,2014-01-23T02:30:00Z,0.179
MAC000010,2014-01-23T03:00:00Z,0.222
MAC000010,2014-01-23T03:30:00Z,0.176
MAC000010,2014-01-23T04:00:00Z,0.151
MAC000010,2014-01-23T04:30:00Z,0.184
MAC000010,2014-01-23T05:00:00Z,0.226
MAC000010,2014-01-23T05:30:00Z,0.185
MAC000010,2014-01-23T06:00:00Z,0.184
MAC000010,2014-01-23T06:30:00Z,0.245
MAC000010,2014-01-23T07:00:00Z,0.544
MAC000010,2014-01-23T07:30:00Z,0.425
MAC000010,2014-01-23T08:00:00Z,0.392
MAC000010,2014-01-23T08:30:00Z,0.438
MAC000010,2014-01-23T09:00:00Z,0.57
MAC000010,2014-01-23T09:30:00Z,1.155
MAC000010,2014-01-23T10:00:00Z,0.494
MAC000010,2014-01-23T10:30:00Z,0.406
MAC000010,2014-01-23T11:00:00Z,0.341
MAC000010,2014-01-23T11:30:00Z,0.283
MAC000010,2014-01-23T12:00:00Z,0.325
MAC000010,2014-01-23T12:30:00Z,0.264
MAC000010,2014-01-23T13:00:00Z,0.229
MAC000010,2014-01-23T13:30:00Z,0.274
MAC000010,2014-01-23T14:00:00Z,0.263
MAC000010,2014-01-23T14:30:00Z,0.517
MAC000010,2014-01-23T15:00:00Z,0.252
MAC000010,2014-01-23T15:30:00Z,0.36
MAC000010,2014-01-23T16:00:00Z,0.221
MAC000010,2014-01-23T16:30:00Z,0.212
MAC000010,2014-01-23T17:00:00Z,0.693
MAC000010,2014-01-23T17:30:00Z,0.536
MAC000010,2014-01-23T18:00:00Z,1.512
MAC000010,2014-01-23T18:30:00Z,2.3369999
MAC000010,2014-01-23T19:00:00Z,0.763
MAC000010,2014-01-23T19:30:00Z,0.84
MAC000010,2014-01-23T20:00:00Z,0.889
MAC000010,2014-01-23T20:30:00Z,0.698
MAC000010,2014-01-23T21:00:00Z,0.706
MAC000010,2014-01-23T21:30:00Z,0.708
MAC000010,2014-01-23T22:00:00Z,0.595
MAC000010,2014-01-23T22:30:00Z,0.535
MAC000010,2014-01-23T23:00:00Z,0.491
MAC000010,2014-01-23T23:30:00Z,0.507
MAC000010,2014-01-24T00:00:00Z,0.248
MAC000010,2014-01-24T00:30:00Z,0.245
MAC000010,2014-01-24T01:00:00Z,0.195
MAC000010,2014-01-24T01:30:00Z,0.171
MAC000010,2014-01-24T02:00:00Z,0.206
MAC000010,2014-01-24T02:30:00Z,0.225
MAC000010,2014-01-24T03:00:00Z,0.156
MAC000010,2014-01-24T03:30:00Z,0.153
MAC000010,2014-01-24T04:00:00Z,0.213
MAC000010,2014-01-24T04:30:00Z,0.166
